species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
1,1,39.1,18.7,181,3750,1
1,1,36.7,19.3,193,3450,2
1,1,39.3,20.6,190,3650,1
1,1,41.1,17.6,182,3200,2
1,1,38.6,21.2,191,3800,1
1,1,34.4,18.4,184,3325,2
1,2,37.8,18.3,174,3400,2
1,2,37.7,18.7,180,3600,1
1,2,38.2,18.1,185,3950,1
1,2,38.8,17.2,180,3800,1
1,2,40.5,17.9,187,3200,2
1,2,37.9,18.6,172,3150,2
1,2,40.5,18.9,180,3950,1
1,3,39.5,17.8,188,3300,2
1,3,40.9,18.9,184,3900,1
1,3,36.4,17,195,3325,2
1,3,36,17.9,190,3450,2
1,3,42.3,21.2,191,4150,1
1,2,41.4,18.6,191,3700,1
1,2,37.6,19.1,194,3750,1
1,2,41.6,18,192,3950,1
1,2,35.5,16.2,195,3350,2
1,1,35.9,16.6,190,3050,2
1,1,35.5,17.5,190,3700,2
1,1,37.2,19.4,184,3900,1
1,1,36.7,18.8,187,3800,2
1,3,38.3,19.2,189,3950,1
1,1,37.3,20.5,199,3775,1
1,1,35.7,17,189,3350,2
1,1,41.1,18.6,189,3325,1
1,1,37.7,19.8,198,3500,1
1,1,35.2,15.9,186,3050,2
1,1,38.8,17.6,191,3275,2
1,3,36.8,18.5,193,3500,2
1,3,38.1,17.6,187,3425,2
1,3,41.1,17.5,190,3900,1
1,3,40.2,20.1,200,3975,1
1,3,40.7,17,190,3725,1
1,3,37.3,16.8,192,3000,2
1,3,36,17.1,187,3700,2
1,3,41.5,18.5,201,4000,1
1,3,36.2,17.3,2,3300,2
1,2,34.5,18.1,3,2900,2
1,3,39,18.7,3,3650,1
1,1,39.7,18.4,2,3900,1
1,1,41.4,18.5,3,3875,1
1,2,40.6,18.6,2,3550,1
1,3,42.2,18.5,3,3550,2
1,3,37,16.9,3,3000,2
1,1,36.2,16.1,3,3550,2
1,3,37,16.5,3,3400,2
1,3,41.3,20.3,2,3550,1
1,2,42.7,18.3,3,4075,1
1,3,40.6,17.2,3,3475,1
1,1,33.5,19,2,3600,2
1,2,37.6,17,3,3600,2
1,2,39.7,18.9,3,3550,1
1,2,37.7,16,3,3075,2
1,1,36.6,17.8,3,3700,2
1,1,38.6,17,2,2900,2
1,1,38.9,17.8,3,3625,2
1,3,37.2,18.1,3,3900,1
1,3,41.1,19,3,3425,1
1,2,39,17.5,2,3550,2
1,2,42,19.5,3,4050,1
1,2,39.6,20.7,3,3900,2
1,2,35,17.9,2,3725,2
1,3,36,17.8,2,3450,2
1,3,36.5,18,2,3150,2
1,3,37.6,19.3,2,3300,2
1,2,35,17.9,3,3450,2
1,2,38.2,20,2,3900,1
1,2,36.4,17.1,2,2850,2
1,3,36.9,18.6,3,3500,2
1,1,39.5,17.4,2,3800,2
1,3,38.8,20,3,3950,1
1,2,35.3,18.9,2,3800,2
1,3,37.3,17.8,3,3350,2
1,2,38.6,17.2,3,3750,2
1,3,36,18.5,3,3100,2
1,1,38.5,17.9,2,3325,2
1,1,36.2,17.2,2,3150,2
1,3,36.6,18.4,2,3475,2
1,3,38.9,18.8,3,3600,2
1,1,43.1,19.2,3,3500,1
1,2,41.1,18.2,3,4050,1
2,3,50,19.5,196,3900,1
2,3,45.2,17.8,198,3950,2
2,3,51.3,18.2,197,3750,1
2,3,51.3,19.9,198,3700,1
2,3,46.6,17.8,193,3800,2
2,3,45.9,17.1,190,3575,2
2,3,50.6,19.4,193,3800,1
2,3,46.7,17.9,195,3300,2
2,3,49.5,19,200,3800,1
2,3,47.5,16.8,199,3900,2
2,3,47.6,18.3,195,3850,2
2,3,50.9,17.9,196,3675,2
2,3,50.1,17.9,190,3400,2
2,3,51.4,19,201,3950,1
2,3,45.2,16.6,191,3250,2
2,3,43.5,18.1,202,3400,2
2,3,50.2,18.7,1,3775,2
2,3,45.7,17.3,3,3600,2
2,3,51.7,20.3,1,3775,1
2,3,42.5,17.3,1,3350,2
2,3,42.5,16.7,1,3350,2
2,3,49.8,17.3,3,3675,2
2,3,50.3,20,1,3300,1
2,3,52.2,18.8,3,3450,1
2,3,49.7,18.6,3,3600,1
2,3,51.9,19.5,3,3950,1
2,3,46.2,17.5,3,3650,2
2,3,45.5,17,1,3500,2
2,3,51.5,18.7,3,3250,1
2,3,46.4,17.8,3,3700,2
2,3,42.4,17.3,3,3600,2
2,3,46.8,16.5,3,3650,2
2,3,45.6,19.4,1,3525,2
2,3,47,17.3,1,3700,2
3,2,46.5,13.5,210,4550,2
3,2,46.8,15.4,215,5150,1
3,2,49,16.1,216,5550,1
3,2,45.1,14.5,215,5000,2
3,2,46.5,14.5,213,4400,2
3,2,46.1,15.1,215,5100,1
3,2,50,15.3,220,5550,1
3,2,42.8,14.2,209,4700,2
3,2,42.6,13.7,213,4950,2
3,2,50.5,15.9,222,5550,1
3,2,50.5,15.9,225,5400,1
3,2,50.1,15,225,5000,1
3,2,46.5,14.4,217,4900,2
3,2,45,15.4,220,5050,1
3,2,45.5,15,220,5000,1
3,2,43.2,14.5,208,4450,2
3,2,45.7,13.9,214,4400,2
3,2,46.4,15,216,4700,2
3,2,47.5,14.2,209,4600,2
3,2,45.2,13.8,215,4750,2
3,2,49.1,14.5,212,4625,2
3,2,50,15.9,224,5350,1
3,2,45.5,14.5,212,4750,2
3,2,48.5,15,219,4850,2
3,2,46.8,16.1,215,5500,1
3,2,43.3,14,208,4575,2
3,2,46.2,14.1,217,4375,2
3,2,47.2,13.7,214,4925,2
3,2,45.2,14.8,212,5200,2
3,2,46.4,15.6,3,5000,1
3,2,45.5,13.7,3,4650,2
3,2,52.5,15.6,2,5450,1
3,2,45.1,14.4,3,4400,2
3,2,49.4,15.8,2,4925,1
3,2,40.9,13.7,3,4650,2
3,2,49.9,16.1,3,5400,1
3,2,45.2,15.8,2,5300,1
3,2,50.8,15.7,2,5200,1
3,2,47.6,14.5,2,5400,1
3,2,44.9,13.3,3,5100,2
3,2,47.3,15.3,2,5250,1
3,2,51.3,14.2,3,5300,1
3,2,47.5,14,2,4875,2
3,2,41.7,14.7,3,4700,2
3,2,44,13.6,3,4350,2
3,2,50.7,15,2,5550,1
3,2,45.1,14.5,2,5050,2
3,2,43.3,13.4,2,4400,2
3,2,45.3,13.8,3,4200,2
3,2,44.5,14.7,2,4850,2
3,2,46.2,14.5,3,4800,2
3,2,43.4,14.4,2,4600,2
3,2,46.3,15.8,3,5050,1
3,2,48.4,14.4,2,4625,2
3,2,46.7,15.3,3,5200,1
3,2,48.7,14.1,2,4450,2
3,2,43.5,15.2,2,4650,2
3,2,42.7,13.7,3,3950,2
3,2,47.7,15,3,4750,2
3,2,48.2,15.6,3,5100,1
3,2,48.2,14.3,3,4600,2
3,2,48.7,15.1,3,5350,1
3,2,44.9,13.8,3,4750,2
3,2,46.5,14.8,3,5200,2
3,2,48.4,16.3,3,5400,1
3,2,45.5,13.9,3,4200,2
