species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
1,1,38.9,17.8,181,3625,2
1,1,34.4,18.4,184,3325,2
1,2,35.9,19.2,189,3800,2
1,2,35.3,18.9,187,3800,2
1,3,36.4,17,195,3325,2
1,3,36,18.5,186,3100,2
1,2,39.6,17.7,186,3500,2
1,2,34.5,18.1,187,2900,2
1,2,39,17.5,186,3550,2
1,2,37.6,17,185,3600,2
1,1,35.9,16.6,190,3050,2
1,1,39.6,17.2,196,3550,2
1,1,40.9,16.8,191,3700,2
1,1,36.2,16.1,187,3550,2
1,1,34.6,17.2,189,3200,2
1,1,36.7,18.8,187,3800,2
1,3,36.9,18.6,189,3500,2
1,3,35.7,18,202,3550,2
1,2,37.9,18.6,193,2925,2
1,2,38.6,17.2,199,3750,2
1,2,38.1,16.5,198,3825,2
1,2,39.7,17.7,193,3200,2
1,1,38.5,17.9,190,3325,2
1,3,36.8,18.5,193,3500,2
1,3,37.3,16.8,192,3000,2
1,3,36.6,18.4,184,3475,2
1,3,36,17.8,195,3450,2
1,3,46.4,17.8,191,3700,2
1,3,43.5,18.1,202,3400,2
1,3,45.4,18.7,188,3525,2
1,3,45.2,17.8,198,3950,2
1,3,42.5,17.3,187,3350,2
1,3,50.5,18.4,200,3400,2
1,3,47.5,16.8,199,3900,2
1,2,42,13.5,210,4150,2
1,2,43.5,14.2,220,4700,2
1,2,42.6,13.7,213,4950,2
1,2,46.6,14.2,210,4850,2
1,2,47.7,15,216,4750,2
1,2,46.1,13.2,211,4500,2
1,2,44.9,13.3,213,5100,2
1,2,44.5,14.7,214,4850,2
1,2,46.9,14.6,222,4875,2
2,1,36.7,19.3,193,3450,2
2,2,38.1,17,181,3175,2
2,2,36.4,17.1,184,2850,2
2,3,42.2,18.5,180,3550,2
2,3,40.3,18.5,196,4350,1
2,3,40.8,18.4,195,3900,1
2,1,36.6,17.8,185,3700,2
2,1,38.7,19,195,3450,2
2,3,37.2,18.1,178,3900,1
2,3,38.9,18.8,190,3600,2
2,3,37.5,18.5,199,4475,1
2,2,37.8,18.3,174,3400,2
2,3,37.3,17.8,191,3350,2
2,3,46.1,18.2,178,3250,2
2,3,46,18.9,195,4150,2
2,3,46.4,18.6,190,3450,2
2,3,47.6,18.3,195,3850,2
2,3,45.7,17.3,193,3600,2
2,3,45.6,19.4,194,3525,2
2,3,46.8,16.5,189,3650,2
2,3,50.2,18.7,198,3775,2
2,2,50.2,14.3,218,5700,1
2,2,50.5,15.9,225,5400,1
2,2,49.5,16.1,224,5650,1
2,2,49.9,16.1,213,5400,1
2,2,48.5,14.1,220,5300,1
2,2,47.3,15.3,222,5250,1
2,2,48.4,14.6,213,5850,1
2,2,50,15.2,218,5700,1
2,2,49.4,15.8,216,4925,1
2,2,49.5,16.2,229,5800,1
2,2,48.7,15.1,222,5350,1
2,2,46.4,15.6,221,5000,1
2,2,49.8,16.8,230,5700,1
2,2,44.4,17.3,219,5250,1
3,1,40.6,19,199,4000,1
3,2,42.7,18.3,196,4075,1
3,3,40.6,17.2,187,3475,1
3,1,41.5,18.3,195,4300,1
3,1,37.7,19.8,198,3500,1
3,1,38.6,21.2,191,3800,1
3,1,35.1,19.4,193,4200,1
3,1,44.1,18,210,4000,1
3,1,42.8,18.5,195,4250,1
3,3,41.3,20.3,194,3550,1
3,2,37.7,18.7,180,3600,1
3,3,50.5,19.6,201,4050,1
3,3,50.7,19.7,203,4050,1
3,3,49.3,19.9,203,4050,1
3,3,51.9,19.5,206,3950,1
3,3,51.3,19.9,198,3700,1
3,2,48.7,14.1,210,4450,2
3,2,46.5,13.5,210,4550,2
3,2,45.4,14.6,211,4800,2
3,2,45.5,13.7,214,4650,2
3,2,45.1,14.5,215,5000,2
3,2,46.5,14.5,213,4400,2
3,2,48.2,14.3,210,4600,2
3,2,42.8,14.2,209,4700,2
3,2,45.1,14.5,207,5050,2
3,2,45.1,14.4,210,4400,2
3,2,46.5,14.4,217,4900,2
3,2,46.5,14.8,217,5200,2
3,2,47.5,14.2,209,4600,2
3,2,45.2,13.8,215,4750,2
3,2,44.9,13.8,212,4750,2
3,2,43.4,14.4,218,4600,2
3,2,47.5,14,212,4875,2
3,2,48.5,15,219,4850,2
3,2,41.7,14.7,210,4700,2
3,2,50.5,15.2,216,5000,2
3,2,46.8,14.3,215,4850,2
3,2,45.2,14.8,212,5200,2
