species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
1,1,39.1,18.7,181,3750,1
1,1,39.3,20.6,190,3650,1
1,1,41.1,17.6,182,3200,2
1,1,34.6,21.1,198,4400,1
1,1,38.7,19,195,3450,2
1,1,46,21.5,194,4200,1
1,2,35.9,19.2,189,3800,2
1,2,38.2,18.1,185,3950,1
1,2,35.3,18.9,187,3800,2
1,3,39.5,17.8,188,3300,2
1,3,40.9,18.9,184,3900,1
1,3,38.8,20,190,3950,1
1,3,40.8,18.4,195,3900,1
1,3,36,17.9,190,3450,2
1,3,42.3,21.2,191,4150,1
1,2,40.6,18.8,193,3800,1
1,2,37.6,17,185,3600,2
1,1,37.2,19.4,184,3900,1
1,1,36.2,16.1,187,3550,2
1,1,42.1,19.1,195,4000,1
1,1,34.6,17.2,189,3200,2
1,3,36.3,19.5,190,3800,1
1,3,36.9,18.6,189,3500,2
1,3,38.3,19.2,189,3950,1
1,3,35.7,18,202,3550,2
1,2,35,17.9,192,3725,2
1,2,37.8,20,190,4250,1
1,2,39.7,18.9,184,3550,1
1,2,38.6,17.2,199,3750,2
1,2,39.7,17.7,193,3200,2
1,2,42.2,19.5,197,4275,1
1,2,39.6,20.7,191,3900,2
1,1,35.7,17,189,3350,2
1,1,37.7,19.8,198,3500,1
1,1,40.2,17,176,3450,2
1,1,41.4,18.5,202,3875,1
1,1,38.5,17.9,190,3325,2
1,1,43.1,19.2,197,3500,1
1,3,35.6,17.5,191,3175,2
1,3,40.2,17.1,193,3400,2
1,3,39,18.7,185,3650,1
1,3,37.8,18.1,193,3750,1
1,3,36,17.1,187,3700,2
1,3,37.3,17.8,3,3350,2
1,3,41.5,18.5,2,4000,1
1,3,36,17.8,3,3450,2
1,1,36.6,17.8,3,3700,2
1,1,38.6,21.2,3,3800,1
1,3,34,17.1,2,3400,2
1,3,41.1,19,2,3425,1
1,2,35,17.9,2,3450,2
1,3,37.2,18.1,3,3900,1
1,1,35.5,17.5,3,3700,2
1,3,39.2,21.1,2,4150,1
1,3,43.2,18.5,3,4100,1
1,2,41.4,18.6,3,3700,1
1,3,36.8,18.5,2,3500,2
1,1,42.8,18.5,2,4250,1
1,2,40.6,18.6,3,3550,1
1,3,40.8,18.9,3,4300,1
1,3,37,16.5,3,3400,2
1,2,41.6,18,3,3950,1
1,1,39.7,18.4,2,3900,1
1,1,39.6,17.2,2,3550,2
1,1,35.1,19.4,3,4200,1
1,1,45.8,18.9,2,4150,1
1,3,40.3,18.5,2,4350,1
1,3,38.1,18.6,2,3700,2
1,3,38.9,18.8,3,3600,2
1,3,42.2,18.5,3,3550,2
1,3,36.4,17,2,3325,2
1,3,39.2,18.6,3,4250,1
1,2,38.1,16.5,2,3825,2
1,1,40.9,16.8,3,3700,2
1,2,40.5,17.9,2,3200,2
1,1,41.1,18.6,3,3325,1
1,1,33.5,19,2,3600,2
1,3,39.7,17.9,3,4250,1
1,2,39.6,17.7,3,3500,2
1,2,37.8,18.3,2,3400,2
1,2,37.6,19.1,3,3750,1
1,3,41.1,18.1,3,4300,1
1,2,37.7,18.7,2,3600,1
1,2,40.5,18.9,3,3950,1
1,1,41.5,18.3,3,4300,1
2,3,46.5,17.9,192,3500,2
2,3,52.7,19.8,197,3725,1
2,3,45.2,17.8,198,3950,2
2,3,45.9,17.1,190,3575,2
2,3,49.2,18.2,195,4400,1
2,3,42.4,17.3,181,3600,2
2,3,52.8,20,205,4550,1
2,3,54.2,20.8,201,4300,1
2,3,51,18.8,203,4100,1
2,3,49.7,18.6,195,3600,1
2,3,47.5,16.8,199,3900,2
2,3,53.5,19.9,205,4500,1
2,3,46.2,17.5,187,3650,2
2,3,50.9,17.9,196,3675,2
2,3,51.5,18.7,187,3250,1
2,3,45.7,17.3,193,3600,2
2,3,50.7,19.7,203,4050,1
2,3,49.3,19.9,203,4050,1
2,3,51.9,19.5,206,3950,1
2,3,45.7,17,195,3650,2
2,3,50.2,18.7,198,3775,2
2,3,46.1,18.2,3,3250,2
2,3,46.7,17.9,1,3300,2
2,3,46.9,16.6,1,2700,2
2,3,45.4,18.7,1,3525,2
2,3,51.3,19.9,1,3700,1
2,3,51.3,18.2,1,3750,1
2,3,42.5,17.3,3,3350,2
2,3,45.2,16.6,3,3250,2
2,3,46.8,16.5,3,3650,2
2,3,46.6,17.8,1,3800,2
2,3,40.9,16.6,3,3200,2
2,3,52.2,18.8,1,3450,1
2,3,50.5,18.4,3,3400,2
2,3,46.4,17.8,1,3700,2
2,3,45.6,19.4,3,3525,2
2,3,58,17.8,3,3700,2
3,2,46.1,13.2,211,4500,2
3,2,48.7,14.1,210,4450,2
3,2,46.5,13.5,210,4550,2
3,2,46.7,15.3,219,5200,1
3,2,45.5,13.7,214,4650,2
3,2,46.3,15.8,215,5050,1
3,2,50,15.3,220,5550,1
3,2,59.6,17,230,6050,1
3,2,48.4,16.3,220,5400,1
3,2,44,13.6,208,4350,2
3,2,45.3,13.7,210,4300,2
3,2,43.6,13.9,217,4900,2
3,2,46.6,14.2,210,4850,2
3,2,45.1,14.4,210,4400,2
3,2,45,15.4,220,5050,1
