species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
1,1,39.2,19.6,195,4675,1
1,1,34.6,21.1,198,4400,1
1,1,42.5,20.7,197,4500,1
1,2,38.8,17.2,180,3800,1
1,3,37.2,18.1,178,3900,1
1,3,38.8,20,190,3950,1
1,3,40.8,18.4,195,3900,1
1,3,41.1,19,182,3425,1
1,2,40.1,18.9,188,4300,1
1,2,41.4,18.6,191,3700,1
1,2,41.3,21.1,195,4400,1
1,2,41.1,19.1,188,4100,1
1,1,37.2,19.4,184,3900,1
1,1,35.1,19.4,193,4200,1
1,3,43.2,18.5,192,4100,1
1,2,37.8,20,190,4250,1
1,2,45.6,20.3,191,4600,1
1,1,41.1,18.6,189,3325,1
1,1,37.7,19.8,198,3500,1
1,1,41.4,18.5,202,3875,1
1,1,40.6,19,199,4000,1
1,3,37.5,18.5,199,4475,1
1,3,39.7,17.9,193,4250,1
1,3,40.6,17.2,187,3475,1
1,3,40.7,17,190,3725,1
1,3,39,18.7,185,3650,1
1,3,39.2,18.6,190,4250,1
1,3,51.5,18.7,187,3250,1
1,3,54.2,20.8,201,4300,1
1,3,51.3,19.2,193,3650,1
1,3,49,19.6,212,4300,1
1,3,50.5,19.6,201,4050,1
1,3,52,18.1,201,4050,1
1,3,50.6,19.4,193,3800,1
1,3,52,19,197,4150,1
1,3,53.5,19.9,205,4500,1
1,2,44.9,13.3,213,5100,2
1,2,44,13.6,208,4350,2
2,3,36,18.5,186,3100,2
2,2,35,17.9,192,3725,2
2,1,38.9,17.8,181,3625,2
2,2,40.5,17.9,187,3200,2
2,3,36.8,18.5,193,3500,2
2,1,36.2,16.1,187,3550,2
2,2,37.8,18.3,174,3400,2
2,2,35.9,19.2,189,3800,2
2,3,38.9,18.8,190,3600,2
2,3,39.5,17.8,188,3300,2
2,2,39,17.5,186,3550,2
2,3,46.5,17.9,192,3500,2
2,3,46.6,17.8,193,3800,2
2,3,50.5,18.4,200,3400,2
2,3,47.5,16.8,199,3900,2
2,3,47.6,18.3,195,3850,2
2,3,46.2,17.5,187,3650,2
2,3,50.9,17.9,196,3675,2
2,3,45.6,19.4,194,3525,2
2,3,46.8,16.5,189,3650,2
2,3,49.6,18.2,193,3775,1
2,3,50.2,18.7,198,3775,2
2,2,43.3,14,208,4575,2
2,2,46.2,14.5,209,4800,2
2,2,48.5,15,219,4850,2
2,2,44.5,14.7,214,4850,2
2,2,42.8,14.2,209,4700,2
2,2,48.4,14.4,203,4625,2
2,2,46.9,14.6,222,4875,2
2,2,47.5,15,218,4950,2
2,2,44.9,13.8,212,4750,2
2,2,43.4,14.4,218,4600,2
2,2,40.9,13.7,214,4650,2
2,2,46.1,13.2,211,4500,2
2,2,46.5,14.8,217,5200,2
2,2,41.7,14.7,210,4700,2
3,2,42.7,18.3,196,4075,1
3,3,41.1,17.5,190,3900,1
3,3,39.6,18.1,186,4450,1
3,2,39.7,18.9,184,3550,1
3,1,35.5,17.5,190,3700,2
3,3,38.3,19.2,189,3950,1
3,1,36.7,19.3,193,3450,2
3,2,38.6,17.2,199,3750,2
3,2,37.7,18.7,180,3600,1
3,1,43.1,19.2,197,3500,1
3,2,40.6,18.6,183,3550,1
3,1,39.3,20.6,190,3650,1
3,2,35.3,18.9,187,3800,2
3,3,37.8,18.1,193,3750,1
3,1,36.6,17.8,185,3700,2
3,3,51.9,19.5,206,3950,1
3,3,50.2,18.8,202,3800,1
3,3,52.8,20,205,4550,1
3,3,52.2,18.8,197,3450,1
3,3,51.4,19,201,3950,1
3,2,45.4,14.6,211,4800,2
3,2,45.1,14.5,215,5000,2
3,2,46.5,14.5,213,4400,2
3,2,42.9,13.1,215,5000,2
3,2,48.2,14.3,210,4600,2
3,2,49.1,14.8,220,5150,2
3,2,42.6,13.7,213,4950,2
3,2,43.6,13.9,217,4900,2
3,2,46.6,14.2,210,4850,2
3,2,45.1,14.4,210,4400,2
3,2,45.7,13.9,214,4400,2
3,2,46.4,15,216,4700,2
3,2,47.5,14.2,209,4600,2
3,2,45.2,13.8,215,4750,2
3,2,49.1,14.5,212,4625,2
3,2,47.4,14.6,212,4725,2
3,2,47.5,14,212,4875,2
3,2,45.5,14.5,212,4750,2
3,2,47.2,15.5,215,4975,2
3,2,43.5,15.2,213,4650,2
3,2,47.2,13.7,214,4925,2
