species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
1,1,39.1,18.7,181,3750,1
1,1,46,21.5,194,4200,1
1,2,38.2,18.1,185,3950,1
1,3,37.2,18.1,178,3900,1
1,3,39.2,21.1,196,4150,1
1,3,38.8,20,190,3950,1
1,3,44.1,19.7,196,4400,1
1,3,42.3,21.2,191,4150,1
1,2,41.4,18.6,191,3700,1
1,2,40.6,18.8,193,3800,1
1,2,37.6,19.1,194,3750,1
1,2,41.3,21.1,195,4400,1
1,2,41.1,18.2,192,4050,1
1,1,45.8,18.9,197,4150,1
1,1,42.8,18.5,195,4250,1
1,3,41.3,20.3,194,3550,1
1,3,36.3,19.5,190,3800,1
1,3,41.1,18.1,205,4300,1
1,3,39.6,18.1,186,4450,1
1,3,40.3,18.5,196,4350,1
1,3,43.2,18.5,192,4100,1
1,1,37.3,20.5,199,3775,1
1,1,40.6,19,199,4000,1
1,1,41.5,18.3,195,4300,1
1,3,41.1,17.5,190,3900,1
1,3,39.7,17.9,193,4250,1
1,3,40.6,17.2,187,3475,1
1,3,49.2,18.2,195,4400,1
1,3,51.9,19.5,206,3950,1
1,2,42,13.5,210,4150,2
1,2,46.1,13.2,211,4500,2
1,2,45.4,14.6,211,4800,2
1,2,47.4,14.6,212,4725,2
1,2,49.1,14.8,220,5150,2
1,2,45.8,14.2,219,4700,2
1,2,45.3,13.7,210,4300,2
1,2,44.9,13.3,213,5100,2
1,2,48.5,15,219,4850,2
1,2,43.5,14.2,220,4700,2
2,1,39.2,19.6,195,4675,1
2,1,34.6,21.1,198,4400,1
2,2,42.2,19.5,197,4275,1
2,3,40.2,20.1,200,3975,1
2,3,38.3,19.2,189,3950,1
2,1,38.6,21.2,191,3800,1
2,2,40.5,18.9,180,3950,1
2,2,40.6,18.6,183,3550,1
2,1,37.7,19.8,198,3500,1
2,1,39.7,18.4,190,3900,1
2,2,39.7,18.9,184,3550,1
2,3,51.3,19.2,193,3650,1
2,3,51.3,18.2,197,3750,1
2,3,51.3,19.9,198,3700,1
2,3,52,18.1,201,4050,1
2,3,52,19,197,4150,1
2,3,52.8,20,205,4550,1
2,3,51,18.8,203,4100,1
2,3,47.5,16.8,199,3900,2
2,3,49,19.5,210,3950,1
2,3,50.9,19.1,196,3550,1
2,3,50.8,18.5,201,4450,1
2,3,49,19.6,212,4300,1
2,3,50.7,19.7,203,4050,1
2,3,49.3,19.9,203,4050,1
2,3,50.2,18.8,202,3800,1
2,2,47.5,14,212,4875,2
2,2,45.1,14.5,215,5000,2
2,2,45.8,14.6,210,4200,2
2,2,43.5,15.2,213,4650,2
2,2,43.4,14.4,218,4600,2
2,2,40.9,13.7,214,4650,2
2,2,43.2,14.5,208,4450,2
2,2,42.9,13.1,215,5000,2
2,2,50.5,15.2,216,5000,2
2,2,42.7,13.7,208,3950,2
2,2,48.7,14.1,210,4450,2
2,2,44.9,13.8,212,4750,2
3,2,41.6,18,192,3950,1
3,2,37.8,20,190,4250,1
3,3,40.8,18.4,195,3900,1
3,3,41.5,18.5,201,4000,1
3,1,35.1,19.4,193,4200,1
3,1,41.8,19.4,198,4450,1
3,1,41.1,18.6,189,3325,1
3,1,42.1,19.1,195,4000,1
3,2,38.8,17.2,180,3800,1
3,3,39.2,18.6,190,4250,1
3,3,46,18.9,195,4150,2
3,3,51.7,20.3,194,3775,1
3,3,51.5,18.7,187,3250,1
3,3,55.8,19.8,207,4000,1
3,3,48.5,17.5,191,3400,1
3,3,52.2,18.8,197,3450,1
3,2,46.5,13.5,210,4550,2
3,2,43.3,13.4,209,4400,2
3,2,46.5,14.5,213,4400,2
3,2,48.2,14.3,210,4600,2
3,2,45.1,14.5,207,5050,2
3,2,43.6,13.9,217,4900,2
3,2,45.5,13.9,210,4200,2
3,2,46.6,14.2,210,4850,2
3,2,46.5,14.4,217,4900,2
3,2,43.8,13.9,208,4300,2
3,2,45.3,13.8,208,4200,2
3,2,47.7,15,216,4750,2
3,2,46.4,15,216,4700,2
3,2,45.2,13.8,215,4750,2
3,2,49.1,14.5,212,4625,2
3,2,47.5,15,218,4950,2
3,2,44.5,14.7,214,4850,2
3,2,47.2,15.5,215,4975,2
3,2,41.7,14.7,210,4700,2
3,2,43.3,14,208,4575,2
3,2,47.2,13.7,214,4925,2
3,2,46.8,14.3,215,4850,2
3,2,45.2,14.8,212,5200,2
