species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
1,1,39.5,17.4,186,3800,2
1,1,36.7,19.3,193,3450,2
1,1,39.3,20.6,190,3650,1
1,1,38.9,17.8,181,3625,2
1,1,41.1,17.6,182,3200,2
1,1,38.6,21.2,191,3800,1
1,1,34.6,21.1,198,4400,1
1,1,36.6,17.8,185,3700,2
1,1,38.7,19,195,3450,2
1,1,34.4,18.4,184,3325,2
1,1,46,21.5,194,4200,1
1,2,37.8,18.3,174,3400,2
1,2,37.7,18.7,180,3600,1
1,2,35.9,19.2,189,3800,2
1,2,38.8,17.2,180,3800,1
1,2,35.3,18.9,187,3800,2
1,2,40.6,18.6,183,3550,1
1,2,37.9,18.6,172,3150,2
1,2,40.5,18.9,180,3950,1
1,3,37.2,18.1,178,3900,1
1,3,40.9,18.9,184,3900,1
1,3,36.4,17,195,3325,2
1,3,39.2,21.1,196,4150,1
1,3,42.2,18.5,180,3550,2
1,3,37.6,19.3,181,3300,2
1,3,36.5,18,182,3150,2
1,3,40.8,18.4,195,3900,1
1,3,36,17.9,190,3450,2
1,3,42.3,21.2,191,4150,1
1,2,39.6,17.7,186,3500,2
1,2,42,19.5,200,4050,1
1,2,41.4,18.6,191,3700,1
1,2,39,17.5,186,3550,2
1,2,37.6,19.1,194,3750,1
1,2,35.7,16.9,185,3150,2
1,2,41.3,21.1,195,4400,1
1,2,37.6,17,185,3600,2
1,2,35.5,16.2,195,3350,2
1,2,41.1,19.1,188,4100,1
1,1,41.8,19.4,198,4450,1
1,1,33.5,19,190,3600,2
1,1,39.6,17.2,196,3550,2
1,1,35.5,17.5,190,3700,2
1,1,42.8,18.5,195,4250,1
1,1,40.9,16.8,191,3700,2
1,1,36.2,16.1,187,3550,2
1,1,42.1,19.1,195,4000,1
1,1,34.6,17.2,189,3200,2
1,1,36.7,18.8,187,3800,2
1,1,35.1,19.4,193,4200,1
1,3,37.3,17.8,191,3350,2
1,3,41.3,20.3,194,3550,1
1,3,36.9,18.6,189,3500,2
1,3,38.9,18.8,190,3600,2
1,3,35.7,18,202,3550,2
1,3,34,17.1,185,3400,2
1,3,36.2,17.3,187,3300,2
1,2,37.7,16,183,3075,2
1,2,37.8,20,190,4250,1
1,2,39.7,18.9,184,3550,1
1,2,38.6,17.2,199,3750,2
1,2,38.2,20,190,3900,1
1,2,38.1,17,181,3175,2
1,2,38.1,16.5,198,3825,2
1,2,42.7,18.3,196,4075,1
1,1,37.3,20.5,199,3775,1
1,1,37.7,19.8,198,3500,1
1,1,40.2,17,176,3450,2
1,1,41.4,18.5,202,3875,1
1,1,40.6,19,199,4000,1
1,1,41.5,18.3,195,4300,1
1,1,44.1,18,210,4000,1
1,1,38.5,17.9,190,3325,2
1,3,36.8,18.5,193,3500,2
1,3,38.1,17.6,187,3425,2
1,3,37,16.5,185,3400,2
1,3,39.7,17.9,193,4250,1
1,3,40.6,17.2,187,3475,1
1,3,40.7,17,190,3725,1
1,3,39.2,18.6,190,4250,1
1,3,36.6,18.4,184,3475,2
1,3,36,17.8,195,3450,2
1,3,36,17.1,187,3700,2
2,3,46.5,17.9,192,3500,2
2,3,50,19.5,196,3900,1
2,3,45.4,18.7,188,3525,2
2,3,52.7,19.8,197,3725,1
2,3,45.2,17.8,198,3950,2
2,3,46.1,18.2,178,3250,2
2,3,51.3,18.2,197,3750,1
2,3,46,18.9,195,4150,2
2,3,51.3,19.9,198,3700,1
2,3,47,17.3,185,3700,2
2,3,52,18.1,201,4050,1
2,3,50.5,19.6,201,4050,1
2,3,46.4,18.6,190,3450,2
2,3,42.4,17.3,181,3600,2
2,3,50.6,19.4,193,3800,1
2,3,52,19,197,4150,1
2,3,46.4,17.8,191,3700,2
2,3,49.7,18.6,195,3600,1
2,3,47.5,16.8,199,3900,2
2,3,47.6,18.3,195,3850,2
2,3,49,19.5,210,3950,1
2,3,50.9,19.1,196,3550,1
2,3,45.5,17,196,3500,2
2,3,50.1,17.9,190,3400,2
2,3,51.5,18.7,187,3250,1
2,3,51.4,19,201,3950,1
2,3,45.7,17.3,193,3600,2
2,3,50.7,19.7,203,4050,1
2,3,42.5,17.3,187,3350,2
2,3,52.2,18.8,197,3450,1
2,3,49.3,19.9,203,4050,1
2,3,50.2,18.8,202,3800,1
2,3,45.6,19.4,194,3525,2
2,3,51.9,19.5,206,3950,1
2,3,46.8,16.5,189,3650,2
2,3,55.8,19.8,207,4000,1
2,3,50.8,19,210,4100,1
2,3,50.2,18.7,198,3775,2
3,2,50,16.3,230,5700,1
3,2,50,15.2,218,5700,1
3,2,46.5,13.5,210,4550,2
3,2,45.4,14.6,211,4800,2
3,2,49,16.1,216,5550,1
3,2,45.5,13.7,214,4650,2
3,2,46.2,14.5,209,4800,2
3,2,48.7,15.1,222,5350,1
3,2,50.2,14.3,218,5700,1
3,2,45.1,14.5,215,5000,2
3,2,42.9,13.1,215,5000,2
3,2,48.2,14.3,210,4600,2
3,2,50,15.3,220,5550,1
3,2,47.3,15.3,222,5250,1
3,2,42.8,14.2,209,4700,2
3,2,45.1,14.5,207,5050,2
3,2,59.6,17,230,6050,1
3,2,48.4,16.3,220,5400,1
3,2,42.6,13.7,213,4950,2
3,2,44.4,17.3,219,5250,1
3,2,50.5,15.9,225,5400,1
3,2,44.9,13.3,213,5100,2
3,2,45.2,15.8,215,5300,1
3,2,46.6,14.2,210,4850,2
3,2,48.5,14.1,220,5300,1
3,2,46.5,14.4,217,4900,2
3,2,50.4,15.3,224,5550,1
3,2,46.2,14.9,221,5300,1
3,2,54.3,15.7,231,5650,1
3,2,45.8,14.2,219,4700,2
3,2,49.8,16.8,230,5700,1
3,2,49.5,16.2,229,5800,1
3,2,43.5,14.2,220,4700,2
3,2,50.7,15,223,5550,1
3,2,47.7,15,216,4750,2
3,2,46.4,15.6,221,5000,1
3,2,46.5,14.8,217,5200,2
3,2,48.6,16,230,5800,1
3,2,47.5,14.2,209,4600,2
3,2,45.2,13.8,215,4750,2
3,2,45.2,16.4,223,5950,1
3,2,49.1,14.5,212,4625,2
3,2,50,15.9,224,5350,1
3,2,44.9,13.8,212,4750,2
3,2,51.3,14.2,218,5300,1
3,2,47.5,14,212,4875,2
3,2,52.2,17.1,228,5400,1
3,2,45.5,14.5,212,4750,2
3,2,49.5,16.1,224,5650,1
3,2,44.5,14.7,214,4850,2
3,2,50.8,15.7,226,5200,1
3,2,49.4,15.8,216,4925,1
3,2,46.9,14.6,222,4875,2
3,2,51.1,16.5,225,5250,1
3,2,48.5,15,219,4850,2
3,2,55.9,17,228,5600,1
3,2,49.1,15,228,5500,1
3,2,41.7,14.7,210,4700,2
3,2,53.4,15.8,219,5500,1
3,2,48.1,15.1,209,5500,1
3,2,50.5,15.2,216,5000,2
3,2,51.5,16.3,230,5500,1
3,2,46.8,14.3,215,4850,2
3,2,50.4,15.7,222,5750,1
3,2,45.2,14.8,212,5200,2
3,2,49.9,16.1,213,5400,1
